lon,lat,ele,time
19.063868,49.771461,466.1,2015-08-13T14:13:16Z
19.063863,49.771427,466.2,2015-08-13T14:13:19Z
19.063867,49.771396,466.2,2015-08-13T14:13:24Z
19.063891,49.771369,465.9,2015-08-13T14:13:27Z
19.063903,49.771336,465.7,2015-08-13T14:13:30Z
19.063904,49.771308,465.7,2015-08-13T14:13:32Z
19.063919,49.77127,465.5,2015-08-13T14:13:35Z
19.063934,49.771243,465.3,2015-08-13T14:13:37Z
19.063938,49.771212,465.2,2015-08-13T14:13:40Z
19.063952,49.771185,465.0,2015-08-13T14:13:43Z
19.063965,49.77115,464.7,2015-08-13T14:13:49Z
19.063955,49.771117,464.8,2015-08-13T14:13:52Z
19.063955,49.771082,464.7,2015-08-13T14:13:55Z
19.063919,49.771064,465.2,2015-08-13T14:14:02Z
19.063907,49.771038,465.3,2015-08-13T14:14:10Z
19.063897,49.771011,465.4,2015-08-13T14:14:14Z
19.063899,49.771004,465.3,2015-08-13T14:14:52Z
19.063942,49.770981,464.7,2015-08-13T14:14:54Z
19.063981,49.770965,464.1,2015-08-13T14:14:56Z
19.064031,49.770973,463.4,2015-08-13T14:15:00Z
19.064072,49.770984,462.8,2015-08-13T14:15:04Z
19.064101,49.771009,462.5,2015-08-13T14:15:09Z
19.064077,49.771036,462.9,2015-08-13T14:15:15Z
19.064088,49.771066,462.8,2015-08-13T14:15:19Z
19.06411,49.771097,462.5,2015-08-13T14:15:23Z
19.064137,49.771122,462.2,2015-08-13T14:15:27Z
19.064154,49.77115,462.0,2015-08-13T14:15:32Z
19.064138,49.771178,462.3,2015-08-13T14:15:37Z
19.064155,49.771207,462.1,2015-08-13T14:15:42Z
19.064208,49.771219,461.4,2015-08-13T14:15:46Z
19.064217,49.771245,461.3,2015-08-13T14:15:54Z
19.064178,49.771278,461.8,2015-08-13T14:16:07Z
19.06415,49.771309,462.2,2015-08-13T14:16:09Z
19.064127,49.771333,462.5,2015-08-13T14:16:12Z
19.064125,49.771364,462.5,2015-08-13T14:16:15Z
19.064115,49.771397,462.6,2015-08-13T14:16:20Z
19.064121,49.771434,462.5,2015-08-13T14:16:23Z
19.064375,49.771478,458.9,2015-08-18T18:09:28Z
19.064372,49.77151,459.0,2015-08-18T18:09:32Z
19.064406,49.771528,458.5,2015-08-18T18:09:37Z
19.06445,49.771552,457.9,2015-08-18T18:09:41Z
19.064477,49.771579,457.5,2015-08-18T18:09:43Z
19.064496,49.77161,457.2,2015-08-18T18:09:46Z
19.064493,49.771642,457.2,2015-08-18T18:09:48Z
19.064494,49.771676,457.2,2015-08-18T18:09:51Z
19.0645,49.771707,457.1,2015-08-18T18:09:54Z
19.064508,49.771742,457.0,2015-08-18T18:09:57Z
19.064543,49.771761,456.6,2015-08-18T18:10:00Z
19.064587,49.771775,456.0,2015-08-18T18:10:03Z
19.064616,49.771803,455.6,2015-08-18T18:10:06Z
19.064632,49.771829,455.4,2015-08-18T18:10:09Z
19.064661,49.771858,455.0,2015-08-18T18:10:13Z
19.064648,49.771888,455.2,2015-08-18T18:10:16Z
19.064665,49.771915,454.9,2015-08-18T18:10:19Z
19.064667,49.771947,454.9,2015-08-18T18:10:23Z
19.064659,49.771974,455.0,2015-08-18T18:10:27Z
19.064666,49.772003,454.9,2015-08-18T18:10:30Z
19.064677,49.772039,454.8,2015-08-18T18:10:33Z
19.064695,49.772071,454.5,2015-08-18T18:10:36Z
19.064691,49.772102,454.3,2015-08-18T18:10:39Z
19.064671,49.772139,454.1,2015-08-18T18:10:42Z
19.064645,49.772165,454.1,2015-08-18T18:10:45Z
19.064616,49.772191,454.1,2015-08-18T18:10:48Z
19.064583,49.772216,454.1,2015-08-18T18:10:51Z
19.064552,49.772244,454.0,2015-08-18T18:10:55Z
19.064517,49.772261,454.2,2015-08-18T18:10:59Z
19.06451,49.772292,453.8,2015-08-18T18:11:04Z
19.064543,49.772325,452.9,2015-08-18T18:11:07Z
19.064582,49.772349,452.2,2015-08-18T18:11:10Z
19.064625,49.772346,451.8,2015-08-18T18:11:13Z
19.064672,49.772331,451.5,2015-08-18T18:11:18Z
19.064715,49.77232,451.2,2015-08-18T18:11:22Z
19.064714,49.772293,451.6,2015-08-18T18:11:37Z
19.06474,49.772257,451.7,2015-08-18T18:11:41Z
19.064771,49.77223,451.7,2015-08-18T18:11:43Z
19.064802,49.772209,451.6,2015-08-18T18:11:46Z
19.064847,49.772212,451.1,2015-08-18T18:11:49Z
19.064903,49.772224,450.3,2015-08-18T18:11:52Z
19.064957,49.77223,449.6,2015-08-18T18:11:55Z
19.065002,49.772247,448.9,2015-08-18T18:11:59Z
19.065043,49.772257,448.4,2015-08-18T18:12:04Z
19.06502,49.77228,448.4,2015-08-18T18:12:09Z
19.064998,49.772307,448.4,2015-08-18T18:12:15Z
19.06497,49.772335,448.4,2015-08-18T18:12:21Z
19.064978,49.772365,448.0,2015-08-18T18:12:26Z
19.064975,49.772394,447.8,2015-08-18T18:12:30Z
19.064977,49.772426,447.4,2015-08-18T18:12:33Z
19.064972,49.772455,447.2,2015-08-18T18:12:35Z
19.064961,49.772489,446.9,2015-08-18T18:12:38Z
19.064942,49.772521,446.8,2015-08-18T18:12:41Z
19.064918,49.772564,446.5,2015-08-18T18:12:44Z
19.064896,49.772596,446.3,2015-08-18T18:12:46Z
19.064869,49.77262,446.3,2015-08-18T18:12:48Z
19.064829,49.772644,446.3,2015-08-18T18:12:51Z
19.064779,49.772662,446.4,2015-08-18T18:12:57Z
19.064736,49.772663,446.7,2015-08-18T18:12:59Z
19.0647,49.772683,446.6,2015-08-18T18:13:02Z
19.064659,49.772695,446.7,2015-08-18T18:13:05Z
19.064652,49.772724,446.4,2015-08-18T18:13:10Z
19.064636,49.772756,446.0,2015-08-18T18:13:15Z
19.064596,49.772771,446.0,2015-08-18T18:13:18Z
19.064556,49.77278,446.1,2015-08-18T18:13:21Z
19.064504,49.77278,446.3,2015-08-18T18:13:25Z
19.064459,49.772788,446.4,2015-08-18T18:13:28Z
19.064404,49.772799,446.4,2015-08-18T18:13:31Z
19.064348,49.772803,446.5,2015-08-18T18:13:34Z
19.064297,49.772807,446.7,2015-08-18T18:13:37Z
19.064255,49.772805,446.9,2015-08-18T18:13:40Z
19.064205,49.772814,446.9,2015-08-18T18:13:43Z
19.064151,49.772818,447.0,2015-08-18T18:13:46Z
19.064105,49.772828,447.0,2015-08-18T18:13:51Z
19.064056,49.772821,447.3,2015-08-18T18:13:55Z
19.064008,49.77283,447.3,2015-08-18T18:14:03Z
19.063922,49.772823,447.7,2015-08-18T18:14:40Z
19.063873,49.77282,448.0,2015-08-18T18:14:42Z
19.063813,49.772824,448.1,2015-08-18T18:14:45Z
19.063769,49.772841,447.8,2015-08-18T18:14:47Z
19.063711,49.77285,447.8,2015-08-18T18:14:50Z
19.063648,49.772858,447.8,2015-08-18T18:14:53Z
19.063613,49.772875,447.4,2015-08-18T18:14:55Z
19.063574,49.772899,446.9,2015-08-18T18:14:58Z
19.063531,49.772916,446.5,2015-08-18T18:15:01Z
19.063474,49.772925,446.5,2015-08-18T18:15:04Z
19.06343,49.772924,446.6,2015-08-18T18:15:07Z
19.063367,49.772915,447.0,2015-08-18T18:15:10Z
19.063321,49.772911,447.2,2015-08-18T18:15:13Z
19.063275,49.772931,446.8,2015-08-18T18:15:16Z
19.06323,49.772949,446.5,2015-08-18T18:15:19Z
19.063189,49.772961,446.3,2015-08-18T18:15:21Z
19.063149,49.77297,446.2,2015-08-18T18:15:23Z
19.063089,49.772978,446.2,2015-08-18T18:15:26Z
19.063035,49.772981,446.2,2015-08-18T18:15:29Z
19.062992,49.772976,446.5,2015-08-18T18:15:32Z
19.062961,49.772995,446.1,2015-08-18T18:15:35Z
19.062922,49.773008,445.9,2015-08-18T18:15:38Z
19.062873,49.773015,446.1,2015-08-18T18:15:41Z
19.062831,49.773032,446.0,2015-08-18T18:15:44Z
19.062796,49.77305,445.8,2015-08-18T18:15:47Z
19.062792,49.77308,445.2,2015-08-18T18:15:53Z
19.062815,49.773107,444.4,2015-08-18T18:15:57Z
19.062832,49.773132,443.7,2015-08-18T18:16:01Z
19.062851,49.773165,442.8,2015-08-18T18:16:05Z
19.062899,49.773166,442.4,2015-08-18T18:16:09Z
19.062934,49.773195,441.6,2015-08-18T18:16:13Z
19.062948,49.773222,441.0,2015-08-18T18:16:23Z
19.063012,49.773232,440.6,2015-08-18T18:16:54Z
19.063066,49.77324,440.3,2015-08-18T18:16:56Z
19.063122,49.773241,440.1,2015-08-18T18:16:59Z
19.063167,49.773247,439.9,2015-08-18T18:17:01Z
19.063211,49.77325,439.7,2015-08-18T18:17:03Z
19.063254,49.77325,439.6,2015-08-18T18:17:05Z
19.063303,49.773269,439.0,2015-08-18T18:17:08Z
19.063333,49.773292,438.4,2015-08-18T18:17:11Z
19.063399,49.773305,438.0,2015-08-18T18:17:36Z
19.063439,49.773328,437.4,2015-08-18T18:17:40Z
19.063469,49.773351,436.8,2015-08-18T18:17:43Z
19.063494,49.773382,436.0,2015-08-18T18:17:46Z
19.063517,49.773408,435.4,2015-08-18T18:17:49Z
19.06356,49.773406,435.3,2015-08-18T18:17:55Z
19.063581,49.773437,434.5,2015-08-18T18:18:03Z
19.063597,49.773469,433.8,2015-08-18T18:18:06Z
19.063602,49.773496,433.1,2015-08-18T18:18:08Z
19.063636,49.773526,432.4,2015-08-18T18:18:11Z
19.063681,49.773555,431.6,2015-08-18T18:18:14Z
19.063718,49.773587,430.8,2015-08-18T18:18:17Z
19.063752,49.773621,429.9,2015-08-18T18:18:20Z
19.063778,49.773643,429.5,2015-08-18T18:18:22Z
19.063812,49.773673,428.8,2015-08-18T18:18:25Z
19.063847,49.773701,428.2,2015-08-18T18:18:28Z
19.063887,49.773721,427.8,2015-08-18T18:18:31Z
19.063909,49.773754,427.2,2015-08-18T18:18:34Z
19.063935,49.773779,427.1,2015-08-18T18:18:36Z
19.063954,49.773804,427.0,2015-08-18T18:18:38Z
19.063991,49.773832,426.9,2015-08-18T18:18:41Z
19.064017,49.773854,426.8,2015-08-18T18:18:43Z
19.064041,49.77388,426.7,2015-08-18T18:18:45Z
19.064058,49.773905,426.5,2015-08-18T18:18:48Z
19.064086,49.773932,426.4,2015-08-18T18:18:52Z
19.064108,49.773966,426.2,2015-08-18T18:18:55Z
19.064128,49.773994,426.0,2015-08-18T18:18:57Z
19.064144,49.774024,425.9,2015-08-18T18:18:59Z
19.06416,49.774056,425.7,2015-08-18T18:19:01Z
19.064186,49.77408,425.5,2015-08-18T18:19:03Z
19.064214,49.774103,425.3,2015-08-18T18:19:05Z
